longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-120.02,38.86,19,2429,459,883,300,3.017,97600
-120.13,39.06,22,2465,539,381,146,2.875,87500
-120.16,39.04,18,2040,402,350,129,4.0313,126000
-120.16,39.01,16,1463,264,54,26,4.975,206300
-120.06,39.01,19,2967,528,112,48,4.0714,437500
-120.1,38.91,33,1561,282,30,11,1.875,500001
-120.97,38.91,7,4341,716,1978,682,4.8311,172200
-121.04,38.81,11,3522,623,1456,544,3.93,163400
-120.72,38.94,10,1604,352,540,190,3.7625,113200
-120.88,38.91,15,3876,778,1960,691,2.902,127300
-120.92,38.86,11,1720,345,850,326,3.2027,128600
-120.87,38.83,12,2180,423,1070,377,2.8562,128200
-120.84,38.81,11,1280,286,609,248,3.1635,132600
-120.81,38.89,17,1438,324,675,268,2.9444,119300
-120.79,38.83,15,1374,291,709,239,1.7222,118500
-120.71,38.85,8,1877,479,884,323,3.4688,120100
-120.5,38.87,10,81,41,55,16,4.9583,87500
-120.3,38.9,11,1961,435,113,53,0.9227,95500
-121.09,38.68,15,5218,711,1949,659,4.7083,213300
-121.08,38.67,10,2499,331,1040,333,6.844,239600
-121.07,38.66,22,1831,274,813,269,4.6394,173400
-121.06,38.7,9,13255,1739,5001,1627,6.314,228900
-121,38.58,12,3425,549,1357,451,5.3344,217500
-121.01,38.73,7,6322,1046,2957,1024,4.7276,197500
-120.99,38.69,5,5743,1074,2651,962,4.1163,172500
-121.02,38.66,4,7392,1155,3096,1065,4.5246,198900
-120.99,38.67,8,4913,744,2005,723,5.4413,187900
-120.98,38.67,13,3432,516,1286,470,5.584,186600
-120.98,38.66,9,2073,404,916,373,3.225,163300
-120.98,38.68,5,4810,909,2242,900,3.2964,176900
-120.95,38.69,10,3421,563,1689,545,5.2032,217100
-120.96,38.66,11,2339,436,1062,380,3.9036,180800
-120.97,38.65,9,3707,602,1601,555,4.0714,300600
-120.93,38.65,12,2213,384,1097,351,4.5568,170100
-120.91,38.62,12,4545,748,2033,718,4.1843,207600
-120.95,38.79,12,3247,579,1459,517,4.3981,202800
-120.93,38.77,9,2229,355,788,341,5.5111,196300
-120.91,38.73,11,5460,859,2645,838,4.835,230600
-120.87,38.71,13,2692,470,1302,420,4,167400
-120.84,38.77,11,1013,188,410,158,4.825,184600
-120.86,38.75,15,1533,300,674,287,2.5625,146100
-120.83,38.74,17,3685,775,1714,734,2.2269,128300
-120.84,38.73,17,2616,492,1158,457,2.8807,142600
-120.81,38.73,38,2005,385,882,353,2.5104,120500
-120.78,38.74,28,4236,877,2008,881,2.1603,111300
-120.81,38.74,29,2259,482,1099,463,2.3314,121600
-120.76,38.76,21,3509,606,1576,564,2.6392,148500
-120.76,38.73,17,512,129,314,140,1.5625,108300
-120.78,38.73,31,3117,616,1606,588,2.9844,127900
-120.81,38.73,42,1276,260,799,259,2.7273,128600
-120.78,38.72,19,4414,767,1865,699,3.6406,150900
-120.67,38.76,35,2104,403,1060,400,2.1682,138100
-120.7,38.75,19,2325,430,967,376,2.9,158700
-120.71,38.73,17,2146,396,862,351,2.9219,141300
-120.58,38.77,15,2155,394,857,356,4.03,141200
-120.58,38.77,21,1661,406,789,319,2.3583,108700
-120.6,38.76,22,1236,273,615,248,3.0217,106900
-120.59,38.76,21,1728,417,731,334,1.7266,94700
-120.63,38.75,17,3145,621,1432,559,2.7201,117500
-120.7,38.69,13,4492,821,2093,734,4.0709,151700
-120.63,38.73,11,4577,836,1944,700,4.0675,140200
-120.62,38.71,10,6305,1150,2597,921,4.0197,132200
-120.63,38.68,14,1821,316,769,266,3.0789,131700
-120.54,38.75,9,3006,540,1102,418,3.9812,136600
-120.76,38.6,14,2925,625,1226,437,2.5865,133800
-120.66,38.61,19,2715,596,1301,473,2.5042,126400
-120.72,38.57,8,892,185,427,164,2.6833,118800
-120.59,38.53,15,432,87,208,73,3.6125,100000
-120.44,38.61,9,2598,548,796,297,3.5192,98000
-120.32,38.71,13,1115,255,86,32,3.5667,115600
-120.08,38.8,34,1988,511,36,15,4.625,162500
-120.88,38.58,8,3417,604,1703,623,4.0827,170700
-120.84,38.63,12,1313,231,731,232,5.7373,208300
-120.81,38.67,14,8396,1578,3952,1474,3.0565,118800
-120.76,38.65,17,2319,430,1126,372,3.5511,155900
-120.85,38.69,18,5928,1097,2697,1096,3.4872,141400
-120.79,38.7,13,5036,1034,2243,923,2.3319,138500
-119.81,36.73,51,956,196,662,180,2.101,56700
-119.81,36.73,47,1314,416,1155,326,1.372,49600
-119.81,36.74,36,607,155,483,146,1.5625,47500
-119.79,36.73,52,112,28,193,40,1.975,47500
-119.8,36.73,45,925,231,797,228,1.7011,44800
-119.8,36.72,43,1286,360,972,345,0.9513,50400
-119.81,36.72,46,1414,268,902,243,1.5833,56700
-119.81,36.73,50,772,194,606,167,2.2206,59200
-119.77,36.73,44,1960,393,1286,381,2.1518,53000
-119.77,36.72,43,1763,389,1623,390,1.4427,47700
-119.78,36.73,52,1377,319,1280,259,1.2344,43300
-119.77,36.73,45,1081,241,821,230,1.7829,52600
-119.77,36.75,39,1287,332,1386,306,1.5227,46900
-119.77,36.74,20,1855,519,1091,443,1.5547,93900
-119.78,36.74,15,1461,415,924,356,2.5045,90300
-119.78,36.75,35,2114,506,2050,474,1.2375,50000
-119.78,36.75,31,1404,379,1515,387,1.2813,56400
-119.79,36.74,35,853,296,1228,289,1.0513,39600
-119.79,36.74,52,173,87,401,84,2.1094,75000
-119.8,36.74,25,1717,542,1343,471,0.799,51800
-119.8,36.75,41,1659,466,1391,447,1.3527,61200
-119.79,36.75,33,3161,934,3530,846,1.123,46700
-119.82,36.74,52,610,128,406,122,1.8967,43800
-119.82,36.72,25,2581,528,1642,509,1.6435,52600
-119.82,36.72,17,1276,242,927,238,2.6176,54100
-119.83,36.73,21,1702,358,1347,316,2.4137,62100
-119.83,36.72,28,60,10,46,13,4.35,67500
-119.83,36.71,43,355,81,233,75,2.4167,73900
-119.79,36.72,19,1719,391,1369,368,1.25,53000
-119.8,36.71,29,1541,291,1007,313,2.0043,53500
-119.81,36.71,25,1026,221,789,183,1.5625,52800
-119.8,36.72,19,1334,336,1171,319,1.0481,48500
-119.8,36.72,15,1908,417,1383,375,1.0472,57800
-119.79,36.7,23,1731,363,1210,341,1.3922,49500
-119.8,36.7,28,1592,304,962,282,1.3304,51300
-119.81,36.7,52,314,57,178,66,1.2404,52500
-119.78,36.72,22,354,121,530,115,2.1458,34400
-119.79,36.72,41,1562,322,927,277,1.3047,44100
-119.78,36.71,35,1987,394,1233,383,1.3587,45300
-119.74,36.71,17,5872,1250,5034,1224,2.1905,61800
-119.76,36.71,29,1745,441,1530,391,1.5611,44400
-119.76,36.72,24,1240,265,1035,232,2.875,60600
-119.75,36.71,38,1481,,1543,372,1.4577,49800
-119.74,36.73,34,1254,272,1056,279,2.3269,50800
-119.74,36.72,25,3972,842,2863,729,2.1304,58500
-119.75,36.72,22,3247,859,4179,881,1.3343,60800
-119.76,36.73,46,1347,282,854,267,1.8723,52600
-119.76,36.73,39,1553,363,1449,341,1.4419,45500
-119.75,36.73,39,2290,539,1685,536,1.6325,52100
-119.74,36.73,42,1236,272,946,261,2.0536,50000
-119.69,36.75,6,1926,303,965,316,4.7463,93100
-119.67,36.74,19,2788,614,1365,525,2.7813,120300
-119.69,36.74,17,2438,598,1563,538,1.5449,62500
-119.69,36.75,13,2343,409,1347,405,4.0027,93100
-119.67,36.73,27,2845,417,1219,460,4.9196,117900
-119.69,36.73,30,2437,349,1005,380,7.2211,171700
-119.69,36.74,23,2097,385,911,405,3.5128,121600
-119.69,36.71,25,556,79,249,71,4.4583,108300
-119.67,36.72,31,843,140,453,149,2.6875,153800
-119.73,36.73,7,2461,647,1587,551,1.4007,225000
-119.72,36.73,9,1914,491,1116,424,1.4646,65900
-119.72,36.72,15,1713,246,766,232,6.8162,127200
-119.73,36.72,26,2645,1005,1660,991,0.6991,89500
-119.73,36.73,9,1621,428,678,394,2.2437,54200
-119.71,36.73,19,3972,585,1586,560,5.2608,151400
-119.72,36.71,7,2456,463,1350,424,3.0179,91600
-119.73,36.72,15,2246,456,1190,403,2.0294,70400
-119.73,36.68,32,755,205,681,207,1.7986,49300
-119.69,36.69,36,1432,269,836,237,2.1563,88300
-119.76,36.68,29,1243,312,836,277,1.8355,74200
-119.67,36.65,20,2512,449,1464,450,3.9211,92300
-119.63,36.64,33,1036,181,620,174,3.4107,110400
-119.65,36.62,6,1931,422,1344,414,1.6607,58000
-119.68,36.63,39,1237,256,638,239,3.0139,65300
-119.74,36.65,19,2546,463,1257,418,2.9013,89500
-119.68,36.62,31,834,229,616,211,1.6602,61200
-119.73,36.62,35,2080,365,1026,333,3.5781,92800
-119.73,36.59,31,1551,296,1058,287,3.3438,92600
-119.8,36.68,31,2214,432,1326,416,2.1691,66700
-119.78,36.65,27,1226,240,706,211,2.77,68400
-119.82,36.64,30,1694,312,1008,321,2.2466,96000
-119.8,36.65,34,2263,423,1184,407,1.7692,74200
-119.89,36.73,43,524,93,302,93,2.6146,81300
-119.87,36.72,30,1584,316,984,300,2.0658,67900
-119.89,36.7,32,1485,269,867,271,2.5809,78300
-119.85,36.74,35,1191,190,537,182,3.5375,96700
-119.84,36.77,6,1853,473,1397,417,1.4817,72000
-119.83,36.76,15,3291,772,1738,634,1.976,67300
-119.82,36.75,41,1022,209,741,213,2.0781,48800
-119.84,36.75,34,1186,300,774,271,1.575,57100
-119.83,36.75,33,662,183,607,181,1.3929,55600
-119.81,36.76,48,2059,388,834,405,2.9306,67900
-119.81,36.76,51,2419,486,1284,426,2.2029,54200
-119.81,36.75,52,1827,356,855,353,1.7636,55100
-119.82,36.76,41,1973,399,1107,375,1.8971,66900
-119.82,36.76,46,2194,563,924,542,1.4028,68500
-119.8,36.76,52,1853,437,764,390,1.6429,69200
-119.8,36.75,52,1788,449,1156,418,1.7298,58400
-119.81,36.76,52,1792,352,1049,357,2.4375,57100
-119.8,36.76,52,2224,418,832,406,2.3952,78400
-119.79,36.76,52,1185,260,635,239,1.175,56100
-119.79,36.75,52,377,97,530,96,1,45000
-119.8,36.75,46,2625,593,1368,551,1.5273,59000
-119.79,36.76,52,2408,498,1361,465,2.1055,61300
-119.78,36.76,47,1425,323,949,325,1.7344,51300
-119.78,36.75,49,1175,307,982,278,1.2937,52000
-119.78,36.75,43,2070,512,1925,444,1.4635,46600
-119.78,36.76,50,1343,322,1063,342,1.75,49800
-119.76,36.76,23,3800,1003,3786,917,1.4766,50600
-119.76,36.75,35,1607,383,1407,382,2.19,53400
-119.76,36.75,41,1576,417,1567,366,1.2545,45500
-119.77,36.76,40,2009,519,2219,505,1.2101,49100
-119.77,36.76,43,1623,294,781,272,1.869,56000
-119.77,36.76,43,1945,413,1492,422,1.5174,54600
-119.76,36.75,35,2347,526,1676,481,1.6548,49400
-119.76,36.74,52,2137,448,1194,444,1.3029,69100
-119.77,36.74,50,1325,280,811,281,1.8667,62800
-119.77,36.74,51,1454,235,729,252,3.3125,70100
-119.77,36.75,44,1818,412,1680,418,1.7083,48300
-119.76,36.75,39,2233,563,2031,491,1.8641,50800
-119.74,36.75,47,2236,418,1042,397,2.9545,59600
-119.74,36.74,39,4893,1210,4749,1067,1.2065,55600
-119.75,36.74,39,1740,351,1098,347,1.8958,51300
-119.75,36.75,50,1515,294,852,297,1.9955,54200
-119.75,36.75,49,2331,460,1290,477,2.5111,55400
-119.74,36.76,42,2093,470,1621,438,1.7994,58700
-119.74,36.76,36,912,216,842,219,1.4766,52800
-119.75,36.76,29,2077,524,1887,489,1.4107,59800
-119.75,36.76,32,2072,497,2002,470,1.3278,44500
-119.72,36.76,23,6403,,3573,1260,2.3006,69000
-119.72,36.75,11,4832,993,2190,888,2.6611,74700
-119.73,36.76,30,1548,282,886,311,3.1,71300
-119.72,36.75,27,1691,282,869,337,3.9514,86900
-119.73,36.74,14,6202,1551,5561,1435,1.6073,64700
-119.73,36.75,39,1745,321,901,303,3.1719,67900
-119.7,36.75,11,3626,779,1819,731,2.4956,87500
-119.71,36.74,18,8099,1670,4476,1514,2.4728,88300
-119.71,36.76,28,2675,527,1392,521,2.3108,72000
-119.7,36.8,34,1768,303,888,314,3.8088,87700
-119.71,36.79,34,1891,323,966,355,3.6681,82000
-119.71,36.77,11,5112,1384,2487,1243,2.1461,75900
-119.73,36.8,15,2376,538,1197,510,3.1417,74600
-119.72,36.8,16,2396,526,1338,518,2.1653,78800
-119.72,36.8,15,3045,689,1340,588,3.1953,85700
-119.71,36.8,17,2056,366,1259,367,3.9338,84700
-119.71,36.8,17,1415,267,861,293,3.25,81400
-119.71,36.81,9,1122,290,662,284,2.0536,55000
-119.7,36.8,31,1746,321,1186,360,2.6932,66400
-119.71,36.8,25,875,156,646,166,3,72800
-119.72,36.8,23,2128,442,1047,450,2.625,71500
-119.73,36.8,24,1316,249,781,260,3.7578,69200
-119.72,36.81,15,2175,564,1194,482,2.6767,87500
-119.73,36.77,24,4410,939,2362,862,2.9406,73000
-119.74,36.77,30,2427,482,1375,518,2.5737,76900
-119.75,36.77,32,1962,399,1005,392,2.6726,70400
-119.75,36.78,35,1129,220,474,242,2.4405,74300
-119.75,36.78,33,1145,197,508,198,2.3333,81300
-119.74,36.78,27,4049,947,2254,882,2.2467,70700
-119.76,36.77,36,2507,466,1227,474,2.785,72300
-119.76,36.77,38,3804,814,2142,816,2.1439,60200
-119.77,36.77,38,3065,658,1441,625,2.0564,64700
-119.77,36.78,36,3616,779,1994,786,2.5434,67300
-119.77,36.78,40,1411,284,609,296,1.9375,67700
-119.77,36.77,29,2554,705,2669,655,1.2176,61900
-119.78,36.77,45,1315,256,666,240,2.3562,58100
-119.78,36.78,37,2185,455,1143,438,1.9784,70700
-119.79,36.77,30,1610,410,1000,397,2.0357,60200
-119.8,36.77,52,2964,512,1114,486,3.8105,87600
-119.8,36.78,50,1818,374,737,338,2.2614,73000
-119.79,36.78,41,2227,462,1129,415,2.319,59100
-119.79,36.77,43,2323,502,1144,471,2.3967,58700
-119.81,36.78,52,2281,371,839,367,3.5972,89900
-119.81,36.77,49,1749,314,705,300,3.15,72200
-119.81,36.77,48,1805,329,741,331,2.5804,78900
-119.81,36.77,43,2341,395,890,375,3.4265,85000
-119.81,36.78,37,1965,364,796,335,3.625,83400
-119.82,36.78,36,1370,289,812,282,2.6127,69600
-119.82,36.77,41,1441,274,646,296,3.0568,71300
-119.82,36.77,36,2252,468,1117,442,2.9081,65600
-119.83,36.77,32,2867,615,1705,570,2.4286,68100
-119.83,36.77,23,2168,503,1190,425,2.625,71600
-119.83,36.78,30,3162,640,1660,639,2.8359,80300
-119.87,36.79,8,2875,548,1718,551,3.6522,80200
-119.87,36.79,7,1932,419,1014,389,3.0938,76700
-119.89,36.79,5,3821,705,2179,694,3.7821,80400
-119.87,36.78,4,6102,1114,3406,1115,3.4213,84500
-119.85,36.78,8,3096,684,1454,545,2.7857,79700
-119.86,36.78,7,2232,490,1274,499,2.9853,74700
-119.85,36.77,9,1142,314,620,283,2.0446,81300
-119.85,36.77,27,1510,344,847,295,2.9315,83200
-119.85,36.76,10,2067,450,845,354,1.8214,80100
-119.85,36.75,24,1143,245,608,240,2.8194,81100
-119.87,36.76,34,1649,323,919,316,2.875,74500
-119.9,36.79,22,1970,332,1066,319,3.3125,106100
-119.89,36.76,17,1987,335,1152,313,4.1719,126400
-119.92,36.77,18,1422,243,702,230,3.6204,119800
-120.08,36.79,38,1446,285,928,255,2.9808,89600
-120.21,36.77,20,1745,348,1093,302,2.3194,90600
-120.1,36.66,19,2020,416,1341,360,1.7,69000
-119.98,36.74,26,1453,251,896,260,3.4861,112500
-120,36.7,33,1902,370,1168,358,2.6852,70800
-120.04,36.74,14,3182,730,2298,721,1.6168,71800
-120.05,36.72,24,1961,422,1559,374,1.8299,57800
-120.08,36.72,22,1339,251,820,276,3.6,83200
-120.06,36.72,32,981,237,736,249,1.8,60400
-120.07,36.74,19,2627,502,1295,441,3.087,88200
-119.95,36.8,30,1233,214,620,199,3.4297,112500
-119.99,36.8,45,1270,242,598,214,3.2813,105400
-120.02,36.8,25,1270,255,1050,245,2.1618,55300
-120.04,36.79,48,1341,239,671,208,2.7917,82800
-119.91,36.83,29,2205,366,1072,345,3.8056,165400
-119.88,36.81,30,2288,474,1435,425,1.3221,61200
-119.88,36.85,8,2580,372,1111,393,7.5,256200
-119.87,36.83,4,4833,784,2088,789,5.1781,122500
-119.85,36.83,15,2563,335,1080,356,6.7181,160300
-119.85,36.83,11,2497,427,1101,405,4.8036,141600
-119.86,36.82,12,1488,253,675,223,4.7622,89300
-119.85,36.82,9,3995,778,1691,712,3.3239,91300
-119.85,36.82,15,1387,236,638,195,5.5842,88900
-119.85,36.82,16,1852,274,887,286,5.5405,119300
-119.88,36.83,2,4055,735,1730,654,4.2132,96500
-119.86,36.81,4,4530,1070,1804,837,3.3942,72100
-119.87,36.81,6,1891,341,969,330,4.6726,107800
-119.85,36.81,15,1743,310,1011,325,3.755,68000
-119.85,36.8,14,1876,324,1031,311,3.6563,88800
-119.85,36.8,14,4177,914,2300,867,2.9565,73000
-119.86,36.8,18,2536,516,1196,466,2.5595,67900
-119.84,36.85,8,3791,487,1424,475,10.5144,345900
-119.85,36.84,12,2272,304,840,305,8.9669,213900
-119.84,36.84,12,2396,290,863,258,8.7716,229200
-119.84,36.83,17,2273,298,700,263,6.8645,195900
-119.83,36.83,14,2351,341,1128,363,6.9903,141200
-119.82,36.83,14,2982,412,1408,423,5.3241,123000
-119.84,36.83,17,3012,408,987,362,7.4201,229700
-119.82,36.83,16,2868,376,1016,379,6.1175,144700
-119.84,36.82,17,2807,376,996,353,5.5357,167700
-119.83,36.82,14,1087,165,365,176,7.2909,155600
-119.82,36.82,28,2268,336,752,330,5.2809,151500
-119.82,36.81,25,3305,551,1149,500,5.0698,150900
-119.84,36.81,18,2789,378,937,364,7.7062,188300
-119.78,36.86,10,2902,363,1200,363,8.3608,187300
-119.77,36.86,7,4139,544,1843,562,8.2737,193500
-119.77,36.85,8,1519,234,711,248,5.9897,123600
-119.77,36.84,15,1924,262,848,277,5.3886,125300
-119.77,36.84,15,2058,412,891,378,3.2569,124400
-119.78,36.84,7,4907,1075,2014,909,3.2147,111900
-119.78,36.85,12,782,166,292,164,2.8274,79500
-119.78,36.86,8,3468,675,1604,626,4.2071,128300
-119.79,36.85,11,2596,619,1765,539,1.9511,54000
-119.79,36.84,22,1529,375,1543,395,1.7926,51700
-119.8,36.86,7,6434,1201,2733,1045,3.7656,145000
-119.81,36.85,17,2340,370,1174,396,4.2304,94400
-119.82,36.84,7,2289,342,1077,354,5.4868,158800
-119.82,36.84,9,2340,544,860,520,3.3229,119300
-119.81,36.83,19,6789,1200,2325,1109,4.049,126000
-119.81,36.83,10,5780,922,2712,883,5.6445,135500
-119.78,36.83,11,2754,663,1328,604,2.3667,69300
-119.79,36.82,25,2330,462,1215,467,3.2143,93000
-119.8,36.83,17,1560,261,709,258,4.3315,95800
-119.79,36.83,15,3356,694,1232,627,2.2215,72200
-119.79,36.82,23,4358,819,1852,802,3.4167,105200
-119.78,36.82,22,4241,1147,1929,971,1.7708,53500
-119.8,36.82,24,5377,1005,2010,982,3.4542,121200
-119.81,36.81,33,3972,594,1324,561,5.4513,143300
-119.8,36.8,43,1951,288,725,308,6.3359,169300
-119.81,36.8,38,2252,325,777,314,6.1575,160100
-119.83,36.8,24,3756,681,1586,739,3.8571,90100
-119.82,36.8,33,1670,256,528,250,2.9471,99500
-119.81,36.8,29,2806,552,1242,540,3.5958,88800
-119.83,36.8,16,6101,1200,3407,1134,3.125,80800
-119.84,36.8,16,2849,506,1508,478,3.4074,72700
-119.84,36.8,19,3244,776,1463,710,2.0469,66900
-119.83,36.79,35,1872,363,1054,369,3.3272,65600
-119.83,36.78,35,1789,357,933,357,2.5223,66200
-119.84,36.78,24,3242,795,2764,773,1.3385,58800
-119.84,36.79,21,3235,648,1820,614,3.3447,71400
-119.83,36.79,24,3505,819,2098,774,1.9575,67000
-119.81,36.78,35,1012,245,633,240,2.0324,55500
-119.81,36.78,36,1650,313,660,298,3,79700
-119.82,36.78,36,1582,313,761,318,2.6055,69200
-119.82,36.79,35,1474,291,709,294,2.6522,65900
-119.82,36.79,18,5822,1439,3415,1224,1.6854,64700
-119.81,36.79,35,2314,443,954,457,2.9506,73800
-119.79,36.79,33,3433,785,1806,783,1.9386,67500
-119.79,36.78,38,1912,456,1131,408,2.03,58800
-119.8,36.78,43,2382,431,874,380,3.5542,96500
-119.81,36.79,39,2471,460,1118,431,2.4167,71900
-119.8,36.79,45,1337,187,471,187,5.187,153800
-119.79,36.81,35,1877,328,1155,353,3.069,69600
-119.78,36.8,34,2200,493,1243,431,1.8514,66500
-119.79,36.8,27,2462,484,852,449,3.32,124700
-119.79,36.81,33,1461,261,494,254,4.25,132200
-119.77,36.79,34,2679,460,1141,470,3.2642,89600
-119.78,36.78,31,2164,456,959,463,2.3293,73400
-119.79,36.79,26,1700,423,909,386,2.256,64500
-119.79,36.79,19,1524,448,960,386,1.5122,47500
-119.78,36.79,33,2260,440,966,413,2.9301,68300
-119.76,36.79,26,3654,837,1976,830,2.1544,72800
-119.76,36.78,30,6117,1330,2768,1224,2.1383,78800
-119.77,36.79,27,2258,427,1076,423,2.9937,81100
-119.76,36.79,32,2463,468,1261,486,3.3281,75100
-119.74,36.79,28,2857,619,1614,592,2.1573,71400
-119.75,36.78,28,3257,752,1981,712,2.293,71700
-119.76,36.8,29,3494,662,1781,616,2.5893,70900
-119.77,36.8,32,3461,665,1507,649,2.9244,84600
-119.78,36.8,34,3426,623,1938,647,2.8994,66000
-119.76,36.8,20,6257,1346,2795,1267,2.2094,83700
-119.77,36.8,24,3748,770,1827,719,2.7222,83100
-119.74,36.8,18,10862,2401,5466,2209,2.4678,74300
-119.75,36.8,25,2718,504,1257,465,2.3333,90600
-119.75,36.8,30,3308,662,1894,648,2.197,74500
-119.76,36.81,19,4643,1429,4638,1335,1.2716,69400
-119.77,36.81,25,1565,271,661,275,3.4279,84700
-119.76,36.82,17,6932,1486,3056,1453,2.3375,99300
-119.77,36.81,28,1713,302,663,282,3.567,85500
-119.78,36.82,25,5016,,2133,928,3.625,89500
-119.78,36.83,18,4164,741,1817,681,4.2153,95200
-119.76,36.83,22,2803,438,1234,457,4.5179,99600
-119.76,36.83,20,3214,446,1360,463,5.2595,110900
-119.77,36.83,19,3237,507,1378,510,4.7804,101100
-119.77,36.83,16,2360,355,1034,359,5.0635,108500
-119.76,36.83,17,3690,628,1888,601,4.0196,84200
-119.75,36.83,15,2793,436,1411,441,4.9292,109400
-119.74,36.83,14,4675,829,2235,787,4.1098,108200
-119.77,36.91,3,7520,1143,2878,1077,5.3272,174200
-119.75,36.87,3,13802,2244,5226,1972,5.0941,143700
-119.74,36.85,3,10425,2121,4432,1778,3.9032,140800
-119.7,36.94,15,1449,277,649,265,2.4861,86300
-119.71,36.88,17,2236,315,992,312,6.9405,165200
-119.69,36.86,20,1676,263,786,240,4,164600
-119.69,36.85,20,2655,432,1081,379,4.5398,143100
-119.67,36.89,15,2373,364,1280,386,5.308,167500
-119.7,36.83,23,3532,756,1885,758,2.5904,71400
-119.7,36.82,25,2379,540,1482,484,2.3173,68200
-119.7,36.81,32,2623,528,1570,492,2.7159,68000
-119.71,36.83,5,1087,338,623,362,1.8061,113400
-119.71,36.83,15,2727,500,1228,436,3.5078,109000
-119.73,36.83,8,3602,,1959,580,5.3478,138800
-119.73,36.83,14,3348,491,1584,493,5.0828,111400
-119.71,36.82,12,2144,568,1320,566,2.3381,112500
-119.71,36.81,19,2282,550,1034,500,1.6618,69700
-119.71,36.81,19,1648,368,557,354,1.7969,72800
-119.72,36.81,28,1651,305,780,309,2.9453,72200
-119.73,36.81,19,1699,356,994,368,2.7778,79700
-119.72,36.82,16,2627,613,1054,623,1.9483,112500
-119.72,36.82,15,946,239,550,246,2.2639,52500
-119.69,36.83,7,2075,353,1040,362,3.9943,100200
-119.69,36.83,8,943,189,475,155,4.9327,89500
-119.69,36.83,32,1098,,726,224,1.4913,54600
-119.69,36.83,28,1868,350,898,329,3.1814,78900
-119.67,36.83,3,2029,336,1003,340,4.4356,111300
-119.67,36.83,4,2145,334,1024,308,5.0864,113700
-119.68,36.83,11,2455,344,1110,339,6.1133,120000
-119.67,36.82,2,2579,376,1133,342,4.5577,123300
-119.67,36.81,4,1262,216,622,199,4.9432,114400
-119.68,36.81,13,2589,413,1356,435,5.0253,106200
-119.69,36.82,17,1897,433,1207,384,1.8021,55900
-119.69,36.82,15,3303,512,1687,505,4.81,93600
